Agency ID - NCES Assigned [District] Latest available year,Agency Name,State Name [District] Latest available year,Urban-centric Locale [District] 2009-10,Student_Size,Lunch_Status,AFGR,i_agency_type_regional_education_services,i_lgo_PK,i_lgo_K,Total Number Operational Schools [Public School] 2009-10,i_fin_sdlc_sec,r_frev_ao,r_frev_dis,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2009-10,r_stud_reg_12_W_M,r_stud_reg_12_W_F,i_fin_sdlc_elem_sec,i_fin_sdlc_voc,r_stud_reg_12_W_F_LOWFULL,i_lgo_PK_LOWFULL,r_stud_reg_12_W_M_LOWFULL,i_lgo_K_LOWFULL,i_agency_type_local_school_district,r_frev_ao_LOWFULL,r_stud_re_B,r_stud_912,i_lgo_K_HIGHNOGE,i_lgo_PK_HIGHNOGE,i_fin_sdlc_sec_HIGHNOGE,r_st_TS,Total Number Operational Schools [Public School] 2009-10_HIGHNOGE,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2009-10_HIGHNOGE,r_frev_ao_HIGHNOGE,r_frev_dis_HIGHNOGE,r_stud_912_HIGHNOGE,i_fin_sdlc_voc_HIGHNOGE,i_lgo_K_LOWNOGE,i_lgo_PK_LOWNOGE,r_st_TS_LOWNOGE,i_fin_sdlc_voc_LOWNOGE,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2009-10_LOWNOGE,r_stud_912_LOWNOGE,r_frev_ao_LOWNOGE,i_ma_metropolitan,i_ucl_city_small,i_ma_micropolitan
3614310,HEUVELTON CENTRAL SCHOOL DISTRICT,New York,42-Rural: Distant,Medium,Average,86.4,0,1,0,1.0,0,0.0,0.00262812089356,19704.0,0.0531914893617,0.0354609929078,1,0,0.0354609929078,1,0.0531914893617,0,1,0.0,0.0124113475177,0.336879432624,0,1,0,0.142092198582,1.0,19704.0,0.0,0.00262812089356,0.336879432624,0,0,1,0.142092198582,0,19704.0,0.336879432624,0.0,0,0,1
3631710,HEWLETT-WOODMERE UNION FREE SCHOOL DISTRICT,New York,21-Suburb: Large,Medium,Low,100.0,0,1,0,5.0,0,0.0144927536232,0.472463768116,35987.0,0.0351219512195,0.0386991869919,1,0,0.0386991869919,1,0.0351219512195,0,1,0.0144927536232,0.0432520325203,0.349593495935,0,1,0,0.193404878049,5.0,35987.0,0.0144927536232,0.472463768116,0.349593495935,0,0,1,0.193404878049,0,35987.0,0.349593495935,0.0144927536232,1,0,0
1718870,HEYWORTH CUSD 4,Illinois,42-Rural: Distant,Medium,Low,78.9,0,1,0,2.0,0,0.572197309417,0.269058295964,11100.0,0.0288770053476,0.0245989304813,1,0,0.0245989304813,1,0.0288770053476,0,1,0.572197309417,0.00320855614973,0.262032085561,0,1,0,0.0781512605042,2.0,11100.0,0.572197309417,0.269058295964,0.262032085561,0,0,1,0.0781512605042,0,11100.0,0.262032085561,0.572197309417,1,0,0
806510,HI-PLAINS R-23,Colorado,43-Rural: Remote,Small,Average,100.0,0,1,0,2.0,0,0.0,0.0,14328.0,0.0573770491803,0.0409836065574,1,0,0.0409836065574,1,0.0573770491803,0,1,0.0,0.0245901639344,0.385245901639,0,1,0,0.25393442623,2.0,14328.0,0.0,0.0,0.385245901639,0,0,1,0.25393442623,0,14328.0,0.385245901639,0.0,0,0,0
2000006,HIAWATHA,Kansas,41-Rural: Fringe,Small,Average,92.6,0,0,1,3.0,0,0.485990338164,0.0,11719.0,0.0289687137891,0.0254924681344,1,0,0.0254924681344,0,0.0289687137891,1,1,0.485990338164,0.0289687137891,0.304750869061,1,0,0,0.156944444444,3.0,11719.0,0.485990338164,0.0,0.304750869061,0,1,0,0.156944444444,0,11719.0,0.304750869061,0.485990338164,0,0,0
1721300,HIAWATHA CUSD 426,Illinois,42-Rural: Distant,Medium,Average,95.7,0,1,0,2.0,0,0.517355371901,0.0214876033058,13739.0,0.0254237288136,0.0389830508475,1,0,0.0389830508475,1,0.0254237288136,0,1,0.517355371901,0.00508474576271,0.279661016949,0,1,0,0.0842975206612,2.0,13739.0,0.517355371901,0.0214876033058,0.279661016949,0,0,1,0.0842975206612,0,13739.0,0.279661016949,0.517355371901,1,0,0
2700055,HIAWATHA VALLEY ED. DISTRICT,Minnesota,43-Rural: Remote,Small,Low,100.0,1,1,0,8.0,0,0.0153675538657,0.984632446134,,0.194444444444,0.104166666667,0,0,0.104166666667,1,0.194444444444,0,0,0.0153675538657,0.00694444444444,0.597222222222,0,1,0,0.522409638554,8.0,,0.0153675538657,0.984632446134,0.597222222222,0,0,1,0.522409638554,0,,0.597222222222,0.0153675538657,0,0,1
2713980,HIBBING PUBLIC SCHOOL DISTRICT,Minnesota,33-Town: Remote,Medium,Average,76.9,0,1,0,5.0,0,0.417786674292,0.211609951387,11737.0,0.0344104070499,0.0373478808225,1,0,0.0373478808225,1,0.0344104070499,0,1,0.417786674292,0.021821233739,0.305497272346,0,1,0,0.0979271356784,5.0,11737.0,0.417786674292,0.211609951387,0.305497272346,0,0,1,0.0979271356784,0,11737.0,0.305497272346,0.417786674292,1,0,0
2102790,HICKMAN COUNTY,Kentucky,43-Rural: Remote,Large,Average,72.9,0,1,0,2.0,0,0.504330446369,0.0,10835.0,0.0201005025126,0.0251256281407,1,0,0.0251256281407,1,0.0201005025126,0,1,0.504330446369,0.104271356784,0.256281407035,0,1,0,0.202261306533,2.0,10835.0,0.504330446369,0.0,0.256281407035,0,0,1,0.202261306533,0,10835.0,0.256281407035,0.504330446369,0,0,0
4701860,HICKMAN COUNTY,Tennessee,42-Rural: Distant,Large,Average,87.6,0,1,0,8.0,0,0.107958643905,0.312094253426,8133.0,0.034993614304,0.0372924648787,1,0,0.0372924648787,1,0.034993614304,0,1,0.107958643905,0.021711366539,0.312899106003,0,1,0,0.138217113665,8.0,8133.0,0.107958643905,0.312094253426,0.312899106003,0,0,1,0.138217113665,0,8133.0,0.312899106003,0.107958643905,1,0,0
2914340,HICKMAN MILLS C-1,Missouri,11-City: Large,Medium,Average,59.9,0,1,0,18.0,0,0.517714352419,0.0712659779373,13828.0,0.00316169828365,0.00316169828365,1,0,0.00316169828365,1,0.00316169828365,0,1,0.517714352419,0.779735019572,0.269045468232,0,1,0,0.105900331226,18.0,13828.0,0.517714352419,0.0712659779373,0.269045468232,0,0,1,0.105900331226,0,13828.0,0.269045468232,0.517714352419,1,0,0
3702190,HICKORY CITY SCHOOLS,North Carolina,13-City: Small,Medium,Average,72.4,0,1,0,10.0,0,0.594797971536,0.0438409946017,8535.0,0.0174123870399,0.0174123870399,1,0,0.0174123870399,1,0.0174123870399,0,1,0.594797971536,0.295569759753,0.264712364999,0,1,0,0.126647589698,10.0,8535.0,0.594797971536,0.0438409946017,0.264712364999,0,0,1,0.126647589698,0,8535.0,0.264712364999,0.594797971536,1,1,0
2914320,HICKORY CO. R-I,Missouri,43-Rural: Remote,Large,Average,86.7,0,0,1,3.0,0,0.60027100271,0.132791327913,10223.0,0.0434782608696,0.0406732117812,1,0,0.0406732117812,0,0.0434782608696,1,1,0.60027100271,0.0112201963534,0.343618513324,1,0,0,0.128779803647,3.0,10223.0,0.60027100271,0.132791327913,0.343618513324,0,1,0,0.128779803647,0,10223.0,0.343618513324,0.60027100271,0,0,0
3904541,HICKSVILLE EXEMPTED VILLAGE,Ohio,41-Rural: Fringe,Small,Average,85.2,0,1,0,2.0,0,0.0,0.0957446808511,9899.0,0.033264033264,0.02079002079,1,0,0.02079002079,1,0.033264033264,0,1,0.0,0.0,0.27130977131,0,1,0,0.131923076923,2.0,9899.0,0.0,0.0957446808511,0.27130977131,0,0,1,0.131923076923,0,9899.0,0.27130977131,0.0,0,0,1
3614340,HICKSVILLE UNION FREE SCHOOL DISTRICT,New York,21-Suburb: Large,Medium,Average,93.5,0,1,0,9.0,0,0.0119386014781,0.486640136441,20610.0,0.0230558096981,0.0190301921317,1,0,0.0190301921317,1,0.0230558096981,0,1,0.0119386014781,0.0311070448307,0.326989935956,0,1,0,0.136843549863,9.0,20610.0,0.0119386014781,0.486640136441,0.326989935956,0,0,1,0.136843549863,0,20610.0,0.326989935956,0.0119386014781,1,0,0
4823070,HICO ISD,Texas,43-Rural: Remote,Large,Low,81.8,0,1,0,3.0,0,0.376623376623,0.0,10309.0,0.0329835082459,0.0344827586207,1,0,0.0344827586207,1,0.0329835082459,0,1,0.376623376623,0.00299850074963,0.335832083958,0,1,0,0.166806596702,3.0,10309.0,0.376623376623,0.0,0.335832083958,0,0,1,0.166806596702,0,10309.0,0.335832083958,0.376623376623,0,0,0
4823100,HIDALGO ISD,Texas,21-Suburb: Large,Medium,Low,78.1,0,1,0,7.0,0,0.367013372957,0.0525012382368,12772.0,0.0,0.0,1,0,0.0,1,0.0,0,1,0.367013372957,0.00369738339022,0.287258248009,0,1,0,0.159007394767,7.0,12772.0,0.367013372957,0.0525012382368,0.287258248009,0,0,1,0.159007394767,0,12772.0,0.287258248009,0.367013372957,1,0,0
2914370,HIGBEE R-VIII,Missouri,42-Rural: Distant,Small,High,79.2,0,0,1,2.0,0,0.59266802444,0.118126272912,15511.0,0.0524017467249,0.0349344978166,1,0,0.0349344978166,0,0.0524017467249,1,1,0.59266802444,0.0,0.318777292576,1,0,0,0.174061135371,2.0,15511.0,0.59266802444,0.118126272912,0.318777292576,0,1,0,0.174061135371,0,15511.0,0.318777292576,0.59266802444,0,0,1
4823140,HIGGINS ISD,Texas,43-Rural: Remote,Small,High,60.0,0,1,0,1.0,0,0.398773006135,0.0,49053.0,0.0212765957447,0.0531914893617,1,0,0.0531914893617,1,0.0212765957447,0,1,0.398773006135,0.0,0.276595744681,0,1,0,0.324042553191,1.0,49053.0,0.398773006135,0.0,0.276595744681,0,0,1,0.324042553191,0,49053.0,0.276595744681,0.398773006135,0,0,0
4823160,HIGH ISLAND ISD,Texas,43-Rural: Remote,Small,High,73.1,0,1,0,3.0,0,0.262987012987,0.0,23210.0,0.0645161290323,0.0268817204301,1,0,0.0268817204301,1,0.0645161290323,0,1,0.262987012987,0.00537634408602,0.440860215054,0,1,0,0.169731182796,3.0,23210.0,0.262987012987,0.0,0.440860215054,0,0,1,0.169731182796,0,23210.0,0.440860215054,0.262987012987,1,0,0
3100123,HIGH PLAINS COMMUNITY SCHOOLS,Nebraska,43-Rural: Remote,Medium,Average,92.3,0,1,0,4.0,0,0.260586319218,0.166123778502,16188.0,0.0588235294118,0.0392156862745,1,0,0.0392156862745,1,0.0588235294118,0,1,0.260586319218,0.0,0.364705882353,0,1,0,0.225176470588,4.0,16188.0,0.260586319218,0.166123778502,0.364705882353,0,0,1,0.225176470588,0,16188.0,0.364705882353,0.260586319218,0,0,0
2700140,HIGHER GROUND ACADEMY,Minnesota,11-City: Large,Medium,High,87.5,0,0,1,1.0,0,0.325221238938,0.0449852507375,11643.0,0.0,0.0,1,0,0.0,0,0.0,1,0,0.325221238938,0.998520710059,0.211538461538,1,0,0,0.120295857988,1.0,11643.0,0.325221238938,0.0449852507375,0.211538461538,0,1,0,0.120295857988,0,11643.0,0.211538461538,0.325221238938,1,0,0
3614400,HIGHLAND CENTRAL SCHOOL DISTRICT,New York,41-Rural: Fringe,Medium,Average,95.4,0,0,1,3.0,0,0.0271782573941,0.332533972822,18129.0,0.0362882322447,0.0347330222913,1,0,0.0347330222913,0,0.0362882322447,1,1,0.0271782573941,0.0648004147227,0.326594090202,1,0,0,0.165961638154,3.0,18129.0,0.0271782573941,0.332533972822,0.326594090202,0,1,0,0.165961638154,0,18129.0,0.326594090202,0.0271782573941,1,0,0
5101950,HIGHLAND CO PBLC SCHS,Virginia,43-Rural: Remote,Medium,Average,83.3,0,1,0,2.0,0,0.457725947522,0.00583090379009,15089.0,0.042471042471,0.03861003861,1,0,0.03861003861,1,0.042471042471,0,1,0.457725947522,0.003861003861,0.343629343629,0,1,0,0.267915057915,2.0,15089.0,0.457725947522,0.00583090379009,0.343629343629,0,0,1,0.267915057915,0,15089.0,0.343629343629,0.457725947522,0,0,0
1914010,HIGHLAND COMM SCHOOL DISTRICT,Iowa,42-Rural: Distant,Medium,Low,100.0,0,1,0,4.0,0,0.483568075117,0.192488262911,14395.0,0.0323834196891,0.0272020725389,1,0,0.0272020725389,1,0.0323834196891,0,1,0.483568075117,0.0142487046632,0.274611398964,0,1,0,0.158538251366,4.0,14395.0,0.483568075117,0.192488262911,0.274611398964,0,0,1,0.158538251366,0,14395.0,0.274611398964,0.483568075117,1,0,0
1718990,HIGHLAND CUSD 5,Illinois,32-Town: Distant,Medium,Low,90.0,0,1,0,7.0,0,0.443411700383,0.338436303991,10396.0,0.0461638491547,0.0344603381014,1,0,0.0344603381014,1,0.0461638491547,0,1,0.443411700383,0.00162548764629,0.327048114434,0,1,0,0.0729835854522,7.0,10396.0,0.443411700383,0.338436303991,0.327048114434,0,0,1,0.0729835854522,0,10396.0,0.327048114434,0.443411700383,1,0,0
3614430,HIGHLAND FALLS CENTRAL SCHOOL DISTRICT,New York,21-Suburb: Large,Small,Average,100.0,0,1,0,4.0,0,0.00719895287958,0.0413939790576,21791.0,0.0513051305131,0.042304230423,1,0,0.042304230423,1,0.0513051305131,0,1,0.00719895287958,0.127812781278,0.48604860486,0,1,0,0.165157515752,4.0,21791.0,0.00719895287958,0.0413939790576,0.48604860486,0,0,1,0.165157515752,0,21791.0,0.48604860486,0.00719895287958,1,0,0
4823190,HIGHLAND ISD,Texas,43-Rural: Remote,Medium,Low,94.4,0,1,0,1.0,0,0.792452830189,0.0,34626.0,0.0484581497797,0.0132158590308,1,0,0.0132158590308,1,0.0484581497797,0,1,0.792452830189,0.0132158590308,0.251101321586,0,1,0,0.185022026432,1.0,34626.0,0.792452830189,0.0,0.251101321586,0,0,1,0.185022026432,0,34626.0,0.251101321586,0.792452830189,0,0,1
1601440,HIGHLAND JOINT DISTRICT,Idaho,42-Rural: Distant,Small,Average,53.3,0,1,0,1.0,0,0.53235908142,0.173277661795,13691.0,0.0112359550562,0.0168539325843,1,0,0.0168539325843,1,0.0112359550562,0,1,0.53235908142,0.0,0.303370786517,0,1,0,0.150561797753,1.0,13691.0,0.53235908142,0.173277661795,0.303370786517,0,0,1,0.150561797753,0,13691.0,0.303370786517,0.53235908142,0,0,0
3904880,HIGHLAND LOCAL,Ohio,42-Rural: Distant,Large,Average,81.5,0,1,0,5.0,0,0.0,0.200846660395,16804.0,0.0266075388027,0.019955654102,1,0,0.019955654102,1,0.0266075388027,0,1,0.0,0.00776053215078,0.284922394678,0,1,0,0.127106430155,5.0,16804.0,0.0,0.200846660395,0.284922394678,0,0,1,0.127106430155,0,16804.0,0.284922394678,0.0,1,0,0
3904849,HIGHLAND LOCAL,Ohio,41-Rural: Fringe,Medium,Low,100.0,0,1,0,5.0,0,0.0,0.592170818505,9646.0,0.0339610991047,0.035196048163,1,0,0.035196048163,1,0.0339610991047,0,1,0.0,0.00370484717505,0.314603272615,0,1,0,0.11953380673,5.0,9646.0,0.0,0.592170818505,0.314603272615,0,0,1,0.11953380673,0,9646.0,0.314603272615,0.0,1,0,0
3407170,HIGHLAND PARK BOARD OF EDUCATION,New Jersey,21-Suburb: Large,Small,Average,91.7,0,1,0,4.0,0,0.364836692147,0.1382904795,19394.0,0.0121951219512,0.0182926829268,1,0,0.0182926829268,1,0.0121951219512,0,1,0.364836692147,0.141598915989,0.275745257453,0,1,0,0.153846153846,4.0,19394.0,0.364836692147,0.1382904795,0.275745257453,0,0,1,0.153846153846,0,19394.0,0.275745257453,0.364836692147,1,0,0
2618330,HIGHLAND PARK CITY SCHOOLS,Michigan,21-Suburb: Large,Small,High,26.6,0,0,1,5.0,0,0.491388992887,0.0,14167.0,0.0,0.0,1,0,0.0,0,0.0,1,1,0.491388992887,0.99891422367,0.522258414767,1,0,0,0.159677592692,5.0,14167.0,0.491388992887,0.0,0.522258414767,0,1,0,0.159677592692,0,14167.0,0.522258414767,0.491388992887,1,0,0
4835560,HIGHLAND PARK ISD,Texas,41-Rural: Fringe,Small,High,76.2,0,1,0,3.0,0,0.398353909465,0.144855967078,19285.0,0.0185589519651,0.00982532751092,1,0,0.00982532751092,1,0.0185589519651,0,1,0.398353909465,0.042576419214,0.252183406114,0,1,0,0.164868995633,3.0,19285.0,0.398353909465,0.144855967078,0.252183406114,0,0,1,0.164868995633,0,19285.0,0.252183406114,0.398353909465,1,0,0
4823250,HIGHLAND PARK ISD,Texas,21-Suburb: Large,Medium,Low,92.6,0,1,0,7.0,0,1.0,0.0,26902.0,0.0290012406948,0.0313275434243,1,0,0.0313275434243,1,0.0290012406948,0,1,1.0,0.00372208436725,0.295285359801,0,1,0,0.11091191067,7.0,26902.0,1.0,0.0,0.295285359801,0,0,1,0.11091191067,0,26902.0,0.295285359801,1.0,1,0,0
507770,HIGHLAND SCHOOL DISTRICT,Arkansas,41-Rural: Fringe,Medium,High,79.1,0,0,1,3.0,0,0.183346677342,0.175740592474,10264.0,0.0312699425654,0.0350989151244,1,0,0.0350989151244,0,0.0312699425654,1,1,0.183346677342,0.00765794511806,0.303126994257,1,0,0,0.148053605616,3.0,10264.0,0.183346677342,0.175740592474,0.303126994257,0,1,0,0.148053605616,0,10264.0,0.303126994257,0.183346677342,0,0,0
5303510,HIGHLAND SCHOOL DISTRICT,Washington,41-Rural: Fringe,Medium,High,79.4,0,1,0,4.0,0,0.406005221932,0.100522193211,9868.0,0.0151260504202,0.0134453781513,1,0,0.0134453781513,1,0.0151260504202,0,1,0.406005221932,0.00588235294118,0.30756302521,0,1,0,0.105546218487,4.0,9868.0,0.406005221932,0.100522193211,0.30756302521,0,0,1,0.105546218487,0,9868.0,0.30756302521,0.406005221932,1,0,0
5506420,HIGHLAND SCHOOL DISTRICT,Wisconsin,43-Rural: Remote,Medium,Low,85.7,0,1,0,2.0,0,0.511434511435,0.22869022869,13495.0,0.0498220640569,0.0284697508897,1,0,0.0284697508897,1,0.0498220640569,0,1,0.511434511435,0.0213523131673,0.306049822064,0,1,0,0.142597864769,2.0,13495.0,0.511434511435,0.22869022869,0.306049822064,0,0,1,0.142597864769,0,13495.0,0.306049822064,0.511434511435,1,0,0
1200840,HIGHLANDS,Florida,32-Town: Distant,Large,High,65.3,0,1,0,19.0,0,0.245890835788,0.204876725074,10331.0,0.0134744151443,0.0155410432339,1,0,0.0155410432339,1,0.0134744151443,0,1,0.245890835788,0.175084731752,0.285938662478,0,1,0,0.14044804497,19.0,10331.0,0.245890835788,0.204876725074,0.285938662478,0,0,1,0.14044804497,0,10331.0,0.285938662478,0.245890835788,0,0,1
4211880,HIGHLANDS SD,Pennsylvania,21-Suburb: Large,Medium,High,80.0,0,1,0,6.0,0,0.384576990267,0.0516595957075,14908.0,0.0342124019957,0.0285103349964,1,0,0.0285103349964,1,0.0342124019957,0,1,0.384576990267,0.0812544547398,0.307555238774,0,1,0,0.147184604419,6.0,14908.0,0.384576990267,0.0516595957075,0.307555238774,0,0,1,0.147184604419,0,14908.0,0.307555238774,0.384576990267,1,0,0
5303540,HIGHLINE SCHOOL DISTRICT,Washington,21-Suburb: Large,Large,High,66.9,0,1,0,48.0,0,0.341686091686,0.139121989122,13204.0,0.0177076809201,0.0165689233047,1,0,0.0165689233047,1,0.0177076809201,0,1,0.341686091686,0.140238000342,0.327392814439,0,1,0,0.104490690656,48.0,13204.0,0.341686091686,0.139121989122,0.327392814439,0,0,1,0.104490690656,0,13204.0,0.327392814439,0.341686091686,1,0,0
403780,HIGLEY UNIFIED SCHOOL DISTRICT,Arizona,41-Rural: Fringe,Large,Low,88.7,0,1,0,10.0,0,0.625126135217,0.221997981837,9279.0,0.0210385878489,0.0213464696223,1,0,0.0213464696223,1,0.0210385878489,0,1,0.625126135217,0.0629105090312,0.274938423645,0,1,0,0.0861039893344,10.0,9279.0,0.625126135217,0.221997981837,0.274938423645,0,0,1,0.0861039893344,0,9279.0,0.274938423645,0.625126135217,1,0,0
5506450,HILBERT SCHOOL DISTRICT,Wisconsin,42-Rural: Distant,Medium,Low,94.0,0,1,0,3.0,0,0.497409326425,0.0984455958549,13359.0,0.0551020408163,0.034693877551,1,0,0.034693877551,1,0.0551020408163,0,1,0.497409326425,0.0183673469388,0.404081632653,0,1,0,0.124367346939,3.0,13359.0,0.497409326425,0.0984455958549,0.404081632653,0,0,1,0.124367346939,0,13359.0,0.404081632653,0.497409326425,1,0,0
2714010,HILL CITY PUBLIC SCHOOL DISTRICT,Minnesota,43-Rural: Remote,Medium,High,87.1,0,1,0,2.0,0,0.526703499079,0.0,15619.0,0.0572390572391,0.03367003367,1,0,0.03367003367,1,0.0572390572391,0,1,0.526703499079,0.00673400673401,0.356902356902,0,1,0,0.170476190476,2.0,15619.0,0.526703499079,0.0,0.356902356902,0,0,1,0.170476190476,0,15619.0,0.356902356902,0.526703499079,0,0,0
4633360,HILL CITY SCHOOL DISTRICT 51-2,South Dakota,42-Rural: Distant,Medium,Average,100.0,0,1,0,3.0,0,0.0,0.150799695354,17980.0,0.0376237623762,0.0356435643564,1,0,0.0356435643564,1,0.0376237623762,0,1,0.0,0.0158415841584,0.314851485149,0,1,0,0.175900990099,3.0,17980.0,0.0,0.150799695354,0.314851485149,0,0,1,0.175900990099,0,17980.0,0.314851485149,0.0,1,0,0
500071,HILLCREST SCHOOL DISTRICT,Arkansas,43-Rural: Remote,Medium,High,82.0,0,1,0,2.0,0,0.269349845201,0.221362229102,9143.0,0.0463157894737,0.0463157894737,1,0,0.0463157894737,1,0.0463157894737,0,1,0.269349845201,0.0,0.317894736842,0,1,0,0.174736842105,2.0,9143.0,0.269349845201,0.221362229102,0.317894736842,0,0,1,0.174736842105,0,9143.0,0.317894736842,0.269349845201,0,0,0
4014520,HILLDALE,Oklahoma,32-Town: Distant,Medium,Average,81.4,0,1,0,4.0,0,0.0,0.350971198928,6912.0,0.0199888950583,0.0161021654636,1,0,0.0161021654636,1,0.0199888950583,0,1,0.0,0.0305385896724,0.277068295391,0,1,0,0.105941143809,4.0,6912.0,0.0,0.350971198928,0.277068295391,0,0,1,0.105941143809,0,6912.0,0.277068295391,0.0,0,0,1
3904701,HILLIARD CITY,Ohio,21-Suburb: Large,Large,Average,89.6,0,1,0,23.0,0,0.0,0.362051176228,12018.0,0.0242737503271,0.0257131640932,1,0,0.0257131640932,1,0.0242737503271,0,1,0.0,0.054959434703,0.287751897409,0,1,0,0.112420061466,23.0,12018.0,0.0,0.362051176228,0.287751897409,0,0,1,0.112420061466,0,12018.0,0.287751897409,0.0,1,0,0
2618360,HILLMAN COMMUNITY SCHOOLS,Michigan,43-Rural: Remote,Medium,High,63.6,0,0,1,2.0,0,0.153726708075,0.0,10191.0,0.0311284046693,0.0272373540856,1,0,0.0272373540856,0,0.0311284046693,1,1,0.153726708075,0.0,0.303501945525,1,0,0,0.119865125241,2.0,10191.0,0.153726708075,0.0,0.303501945525,0,1,0,0.119865125241,0,10191.0,0.303501945525,0.153726708075,0,0,0
2714040,HILLS-BEAVER CREEK SCHOOL DISTRICT,Minnesota,42-Rural: Distant,Small,Low,83.3,0,1,0,2.0,0,0.479452054795,0.0,12155.0,0.0316091954023,0.0316091954023,1,0,0.0316091954023,1,0.0316091954023,0,1,0.479452054795,0.014367816092,0.313218390805,0,1,0,0.130200573066,2.0,12155.0,0.479452054795,0.0,0.313218390805,0,0,1,0.130200573066,0,12155.0,0.313218390805,0.479452054795,0,0,0
3809570,HILLSBORO 9,North Dakota,43-Rural: Remote,Medium,Low,87.5,0,0,1,2.0,0,0.646258503401,0.0,12050.0,0.0321782178218,0.0371287128713,1,0,0.0371287128713,0,0.0321782178218,1,1,0.646258503401,0.0123762376238,0.344059405941,1,0,0,0.141287128713,2.0,12050.0,0.646258503401,0.0,0.344059405941,0,1,0,0.141287128713,0,12050.0,0.344059405941,0.646258503401,0,0,0
3904412,HILLSBORO CITY,Ohio,32-Town: Distant,Medium,Average,81.3,0,1,0,5.0,0,0.0,0.224050254263,12415.0,0.0276096822995,0.0276096822995,1,0,0.0276096822995,1,0.0276096822995,0,1,0.0,0.0249621785174,0.282904689864,0,1,0,0.119916792738,5.0,12415.0,0.0,0.224050254263,0.282904689864,0,0,1,0.119916792738,0,12415.0,0.282904689864,0.0,0,0,0
1719200,HILLSBORO CUSD 3,Illinois,32-Town: Distant,Medium,Average,79.8,0,1,0,5.0,0,0.487953742371,0.159331834243,10904.0,0.0404298874104,0.0337768679632,1,0,0.0337768679632,1,0.0404298874104,0,1,0.487953742371,0.00562947799386,0.299385875128,0,1,0,0.0667860798362,5.0,10904.0,0.487953742371,0.159331834243,0.299385875128,0,0,1,0.0667860798362,0,10904.0,0.299385875128,0.487953742371,0,0,0
3303750,HILLSBORO DEERING COOP SCHOOL DISTRICT,New Hampshire,32-Town: Distant,Medium,Low,78.2,0,1,0,3.0,0,0.125395820139,0.0,16058.0,0.0333569907736,0.0432931156849,1,0,0.0432931156849,1,0.0333569907736,0,0,0.125395820139,0.00993612491128,0.355571327182,0,1,0,0.169102462272,3.0,16058.0,0.125395820139,0.0,0.355571327182,0,0,1,0.169102462272,0,16058.0,0.355571327182,0.125395820139,1,0,0
4823280,HILLSBORO ISD,Texas,41-Rural: Fringe,Medium,High,82.5,0,1,0,6.0,0,0.343908629442,0.0903553299492,10113.0,0.00998948475289,0.00893796004206,1,0,0.00893796004206,1,0.00998948475289,0,1,0.343908629442,0.172450052576,0.236593059937,0,1,0,0.160094637224,6.0,10113.0,0.343908629442,0.0903553299492,0.236593059937,0,0,1,0.160094637224,0,10113.0,0.236593059937,0.343908629442,0,0,0
2914430,HILLSBORO R-III,Missouri,42-Rural: Distant,Large,Low,86.0,0,0,1,6.0,0,0.650421496312,0.123287671233,8344.0,0.0475405331135,0.037922506183,1,0,0.037922506183,0,0.0475405331135,1,1,0.650421496312,0.00741962077494,0.325913712558,1,0,0,0.132201154163,6.0,8344.0,0.650421496312,0.123287671233,0.325913712558,0,1,0,0.132201154163,0,8344.0,0.325913712558,0.650421496312,1,0,0
5506480,HILLSBORO SCHOOL DISTRICT,Wisconsin,43-Rural: Remote,Medium,Average,100.0,0,1,0,2.0,0,0.263888888889,0.242063492063,12785.0,0.0250896057348,0.0412186379928,1,0,0.0412186379928,1,0.0250896057348,0,1,0.263888888889,0.0143369175627,0.329749103943,0,1,0,0.135089605735,2.0,12785.0,0.263888888889,0.242063492063,0.329749103943,0,0,1,0.135089605735,0,12785.0,0.329749103943,0.263888888889,0,0,0
4100023,HILLSBORO SD 1J,Oregon,13-City: Small,Large,Average,86.3,0,0,1,34.0,0,0.243612536191,0.237720323056,10588.0,0.0220688980231,0.0198179682913,1,0,0.0198179682913,0,0.0220688980231,1,1,0.243612536191,0.0226560970836,0.294480328831,1,0,0,0.101531544528,34.0,10588.0,0.243612536191,0.237720323056,0.294480328831,0,1,0,0.101531544528,0,10588.0,0.294480328831,0.243612536191,1,1,0
1200870,HILLSBOROUGH,Florida,21-Suburb: Large,Large,High,70.5,0,1,0,292.0,0,0.425965299315,0.145674137545,10156.0,0.0140532429566,0.0139704550746,1,0,0.0139704550746,1,0.0140532429566,0,1,0.425965299315,0.218854940108,0.282317025845,0,1,0,0.137823713554,292.0,10156.0,0.425965299315,0.145674137545,0.282317025845,0,0,1,0.137823713554,0,10156.0,0.282317025845,0.425965299315,1,0,0
3407230,HILLSBOROUGH TOWNSHIP PUBLIC SCHOOL DISTRICT,New Jersey,21-Suburb: Large,Large,Low,98.2,0,1,0,9.0,0,0.483114708345,0.395199553447,15195.0,0.0293015788065,0.026491838373,1,0,0.026491838373,1,0.0293015788065,0,1,0.483114708345,0.0535188654001,0.31576130586,0,1,0,0.135275339186,9.0,15195.0,0.483114708345,0.395199553447,0.31576130586,0,0,1,0.135275339186,0,15195.0,0.31576130586,0.483114708345,1,0,0
