Agency ID - NCES Assigned [District] Latest available year,Agency Name,State Name [District] Latest available year,Urban-centric Locale [District] 2009-10,Student_Size,Lunch_Status,AFGR,i_agency_type_regional_education_services,i_lgo_PK,i_lgo_K,Total Number Operational Schools [Public School] 2009-10,i_fin_sdlc_sec,r_frev_ao,r_frev_dis,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2009-10,r_stud_reg_12_W_M,r_stud_reg_12_W_F,i_fin_sdlc_elem_sec,i_fin_sdlc_voc,r_stud_reg_12_W_F_LOWFULL,i_lgo_PK_LOWFULL,r_stud_reg_12_W_M_LOWFULL,i_lgo_K_LOWFULL,i_agency_type_local_school_district,r_frev_ao_LOWFULL,r_stud_re_B,r_stud_912,i_lgo_K_HIGHNOGE,i_lgo_PK_HIGHNOGE,i_fin_sdlc_sec_HIGHNOGE,r_st_TS,Total Number Operational Schools [Public School] 2009-10_HIGHNOGE,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2009-10_HIGHNOGE,r_frev_ao_HIGHNOGE,r_frev_dis_HIGHNOGE,r_stud_912_HIGHNOGE,i_fin_sdlc_voc_HIGHNOGE,i_lgo_K_LOWNOGE,i_lgo_PK_LOWNOGE,r_st_TS_LOWNOGE,i_fin_sdlc_voc_LOWNOGE,Total Expenditures (TOTALEXP) per Pupil (V33) [District Finance] 2009-10_LOWNOGE,r_stud_912_LOWNOGE,r_frev_ao_LOWNOGE,i_ma_metropolitan,i_ucl_city_small,i_ma_micropolitan
3904359,BELLEVUE CITY,Ohio,31-Town: Fringe,Medium,Average,93.3,0,1,0,5.0,0,0.0,0.337674000898,10215.0,0.0373961218837,0.0300092336103,1,0,0.0300092336103,1,0.0373961218837,0,1,0.0,0.00277008310249,0.313942751616,0,1,0,0.121274238227,5.0,10215.0,0.0,0.337674000898,0.313942751616,0,0,1,0.121274238227,0,10215.0,0.313942751616,0.0,0,0,1
1904650,BELLEVUE COMM SCHOOL DISTRICT,Iowa,41-Rural: Fringe,Small,Low,98.4,0,1,0,2.0,0,0.509893455099,0.149162861492,15519.0,0.0520833333333,0.0401785714286,1,0,0.0401785714286,1,0.0520833333333,0,1,0.509893455099,0.0014880952381,0.321428571429,0,1,0,0.122519083969,2.0,15519.0,0.509893455099,0.149162861492,0.321428571429,0,0,1,0.122519083969,0,15519.0,0.321428571429,0.509893455099,0,0,0
2604650,BELLEVUE COMMUNITY SCHOOLS,Michigan,42-Rural: Distant,Medium,Average,72.1,0,1,0,3.0,0,0.238244514107,0.0,29781.0,0.0568862275449,0.0284431137725,1,0,0.0284431137725,1,0.0568862275449,0,1,0.238244514107,,0.336826347305,0,1,0,0.140385185185,3.0,29781.0,0.238244514107,0.0,0.336826347305,0,0,1,0.140385185185,0,29781.0,0.336826347305,0.238244514107,1,0,0
2100420,BELLEVUE INDEPENDENT,Kentucky,21-Suburb: Large,Small,High,79.5,0,1,0,2.0,0,0.496221662469,0.0,9199.0,0.035758323058,0.0320591861899,1,0,0.0320591861899,1,0.035758323058,0,1,0.496221662469,0.00863131935882,0.287299630086,0,1,0,0.144266337855,2.0,9199.0,0.496221662469,0.0,0.287299630086,0,0,1,0.144266337855,0,9199.0,0.287299630086,0.496221662469,1,0,0
4809750,BELLEVUE ISD,Texas,42-Rural: Distant,Small,Average,50.0,0,0,1,1.0,0,0.342857142857,0.0,10818.0,0.0251572327044,0.0188679245283,1,0,0.0188679245283,0,0.0251572327044,1,1,0.342857142857,0.0062893081761,0.314465408805,1,0,0,0.196666666667,1.0,10818.0,0.342857142857,0.0,0.314465408805,0,1,0,0.196666666667,0,10818.0,0.314465408805,0.342857142857,1,0,0
3103810,BELLEVUE PUBLIC SCHOOLS,Nebraska,21-Suburb: Large,Large,Average,91.8,0,1,0,21.0,0,0.321239523599,0.0497904719894,10002.0,0.0331656227539,0.0276209056371,1,0,0.0276209056371,1,0.0331656227539,0,1,0.321239523599,0.100420987781,0.318410514427,0,1,0,0.143514734572,21.0,10002.0,0.321239523599,0.0497904719894,0.318410514427,0,0,1,0.143514734572,0,10002.0,0.318410514427,0.321239523599,1,0,0
5300390,BELLEVUE SCHOOL DISTRICT,Washington,12-City: Mid-size,Medium,Low,92.5,0,1,0,30.0,0,0.342792602005,0.278695468022,13786.0,0.0285015360109,0.024462396177,1,0,0.024462396177,1,0.0285015360109,0,1,0.342792602005,0.0300944362271,0.343668221641,0,1,0,0.0981237911025,30.0,13786.0,0.342792602005,0.278695468022,0.343668221641,0,0,1,0.0981237911025,0,13786.0,0.343668221641,0.342792602005,1,0,0
604440,BELLFLOWER UNIFIED,California,21-Suburb: Large,Large,High,89.7,0,0,1,16.0,0,0.102149837134,0.355570032573,8613.0,0.00972559916638,0.00812782216047,1,0,0.00812782216047,0,0.00972559916638,1,1,0.102149837134,0.141437999305,0.338172976728,1,0,0,0.0772563427145,16.0,8613.0,0.102149837134,0.355570032573,0.338172976728,0,1,0,0.0772563427145,0,8613.0,0.338172976728,0.102149837134,1,0,0
2502460,BELLINGHAM,Massachusetts,41-Rural: Fringe,Medium,Low,81.9,0,1,0,7.0,0,0.0829238329238,0.608722358722,12571.0,0.0299810246679,0.0352941176471,1,0,0.0352941176471,1,0.0299810246679,0,1,0.0829238329238,0.0185958254269,0.294876660342,0,1,0,0.11669829222,7.0,12571.0,0.0829238329238,0.608722358722,0.294876660342,0,0,1,0.11669829222,0,12571.0,0.294876660342,0.0829238329238,1,0,0
5300420,BELLINGHAM SCHOOL DISTRICT,Washington,13-City: Small,Medium,Average,77.9,0,1,0,24.0,0,0.316591584396,0.208568963865,10650.0,0.0361213235294,0.0370404411765,1,0,0.0370404411765,1,0.0361213235294,0,1,0.316591584396,0.0297794117647,0.339338235294,0,1,0,0.0927619485294,24.0,10650.0,0.316591584396,0.208568963865,0.339338235294,0,0,1,0.0927619485294,0,10650.0,0.339338235294,0.316591584396,1,1,0
3619020,BELLMORE-MERRICK CENTRAL HIGH SCHOOL DISTRICT,New York,21-Suburb: Large,Medium,Low,95.6,0,0,0,5.0,1,0.0,0.550777202073,19884.0,0.0801840289188,0.0724613867894,0,0,0.0724613867894,0,0.0801840289188,0,1,0.0,0.0151166611896,0.664475846204,0,0,1,0.131855077226,5.0,19884.0,0.0,0.550777202073,0.664475846204,0,0,0,0.131855077226,0,19884.0,0.664475846204,0.0,1,0,0
4809780,BELLS ISD,Texas,42-Rural: Distant,Medium,Average,80.6,0,1,0,3.0,0,0.532663316583,0.0,11703.0,0.0367088607595,0.0329113924051,1,0,0.0329113924051,1,0.0367088607595,0,1,0.532663316583,0.00759493670886,0.301265822785,0,1,0,0.151341772152,3.0,11703.0,0.532663316583,0.0,0.301265822785,0,0,1,0.151341772152,0,11703.0,0.301265822785,0.532663316583,1,0,0
4809810,BELLVILLE ISD,Texas,32-Town: Distant,Medium,Average,85.7,0,1,0,6.0,0,0.440816326531,0.179591836735,10126.0,0.0276880479926,0.0193816335948,1,0,0.0193816335948,1,0.0276880479926,0,1,0.440816326531,0.127365020766,0.31379787725,0,1,0,0.162648823258,6.0,10126.0,0.440816326531,0.179591836735,0.31379787725,0,0,1,0.162648823258,0,10126.0,0.31379787725,0.440816326531,1,0,0
4203300,BELLWOOD-ANTIS SD,Pennsylvania,23-Suburb: Small,Small,Average,100.0,0,0,1,3.0,0,0.588750913075,0.0,11332.0,0.0456273764259,0.0433460076046,1,0,0.0433460076046,0,0.0456273764259,1,1,0.588750913075,0.00684410646388,0.330038022814,1,0,0,0.12319391635,3.0,11332.0,0.588750913075,0.0,0.330038022814,0,1,0,0.12319391635,0,11332.0,0.330038022814,0.588750913075,1,0,0
1904680,BELMOND-KLEMME COMM SCHOOL DISTRICT,Iowa,42-Rural: Distant,Medium,Average,83.3,0,1,0,3.0,0,0.255910987483,0.201668984701,10632.0,0.0360962566845,0.0280748663102,1,0,0.0280748663102,1,0.0360962566845,0,1,0.255910987483,0.00401069518717,0.260695187166,0,1,0,0.161538461538,3.0,10632.0,0.255910987483,0.201668984701,0.260695187166,0,0,1,0.161538461538,0,10632.0,0.260695187166,0.255910987483,0,0,0
2502490,BELMONT,Massachusetts,21-Suburb: Large,Medium,Low,95.8,0,1,0,6.0,0,0.420528859824,0.405174864942,15005.0,0.028686462003,0.0236537493709,1,0,0.0236537493709,1,0.028686462003,0,1,0.420528859824,0.038248616004,0.281580271766,0,1,0,0.109184700554,6.0,15005.0,0.420528859824,0.405174864942,0.281580271766,0,0,1,0.109184700554,0,15005.0,0.281580271766,0.420528859824,1,0,0
5501020,BELMONT COMMUNITY SCHOOL DISTRICT,Wisconsin,42-Rural: Distant,Small,Low,89.3,0,1,0,2.0,0,0.317191283293,0.27602905569,12354.0,0.0327380952381,0.0446428571429,1,0,0.0446428571429,1,0.0327380952381,0,1,0.317191283293,0.0208333333333,0.267857142857,0,1,0,0.15443452381,2.0,12354.0,0.317191283293,0.27602905569,0.267857142857,0,0,1,0.15443452381,0,12354.0,0.267857142857,0.317191283293,0,0,0
2003870,BELOIT,Kansas,41-Rural: Fringe,Small,Average,93.1,0,1,0,2.0,0,0.594724220624,0.0,10726.0,0.0334190231362,0.0385604113111,1,0,0.0385604113111,1,0.0334190231362,0,1,0.594724220624,0.0025706940874,0.271208226221,0,1,0,0.198145859085,2.0,10726.0,0.594724220624,0.0,0.271208226221,0,0,1,0.198145859085,0,10726.0,0.271208226221,0.594724220624,0,0,0
5501050,BELOIT SCHOOL DISTRICT,Wisconsin,23-Suburb: Small,Large,High,79.4,0,1,0,19.0,0,0.313629490964,0.242134062927,12188.0,0.0219703330535,0.0174923033865,1,0,0.0174923033865,1,0.0219703330535,0,1,0.313629490964,0.266722642038,0.287433529247,0,1,0,0.120575146935,19.0,12188.0,0.313629490964,0.242134062927,0.287433529247,0,0,1,0.120575146935,0,12188.0,0.287433529247,0.313629490964,1,0,0
5501080,BELOIT TURNER SCHOOL DISTRICT,Wisconsin,23-Suburb: Small,Small,Average,78.1,0,1,0,4.0,0,0.369949494949,0.268308080808,12941.0,0.0202312138728,0.0231213872832,1,0,0.0231213872832,1,0.0202312138728,0,1,0.369949494949,0.0592485549133,0.299855491329,0,1,0,0.124176300578,4.0,12941.0,0.369949494949,0.268308080808,0.299855491329,0,0,1,0.124176300578,0,12941.0,0.299855491329,0.369949494949,1,0,0
3904361,BELPRE CITY,Ohio,23-Suburb: Small,Small,Average,81.2,0,1,0,2.0,0,0.0,0.216931216931,10535.0,0.023645320197,0.0246305418719,1,0,0.0246305418719,1,0.023645320197,0,1,0.0,0.0275862068966,0.275862068966,0,1,0,0.144571428571,2.0,10535.0,0.0,0.216931216931,0.275862068966,0,0,1,0.144571428571,0,10535.0,0.275862068966,0.0,1,0,0
2904620,BELTON 124,Missouri,21-Suburb: Large,Medium,High,82.0,0,1,0,11.0,0,0.615005683971,0.10104837691,11594.0,0.0296701151669,0.0255709545188,1,0,0.0255709545188,1,0.0296701151669,0,1,0.615005683971,0.10404060121,0.27561975405,0,1,0,0.121081397619,11.0,11594.0,0.615005683971,0.10104837691,0.27561975405,0,0,1,0.121081397619,0,11594.0,0.27561975405,0.615005683971,1,0,0
4809860,BELTON ISD,Texas,41-Rural: Fringe,Large,Average,89.2,0,1,0,13.0,0,0.413872939433,0.156140025931,9281.0,0.0191895247771,0.0165932949543,1,0,0.0165932949543,1,0.0191895247771,0,1,0.413872939433,0.0778868946834,0.272604131392,0,1,0,0.148857658878,13.0,9281.0,0.413872939433,0.156140025931,0.272604131392,0,0,1,0.148857658878,0,9281.0,0.272604131392,0.413872939433,1,0,0
1705790,BELVIDERE CUSD 100,Illinois,21-Suburb: Large,Large,Average,67.2,0,1,0,11.0,0,0.382758935917,0.216656001463,10468.0,0.02433062993,0.0218864570603,1,0,0.0218864570603,1,0.02433062993,0,1,0.382758935917,0.0242195311632,0.307299188979,0,1,0,0.0651962946625,11.0,10468.0,0.382758935917,0.216656001463,0.307299188979,0,0,1,0.0651962946625,0,10468.0,0.307299188979,0.382758935917,1,0,0
3401440,BELVIDERE SCHOOL DISTRICT,New Jersey,31-Town: Fringe,Small,Low,100.0,0,0,1,3.0,0,0.562363238512,0.128008752735,14384.0,0.0789766407119,0.0745272525028,1,0,0.0745272525028,0,0.0789766407119,1,1,0.562363238512,0.0166852057842,0.645161290323,1,0,0,0.147091108672,3.0,14384.0,0.562363238512,0.128008752735,0.645161290323,0,1,0,0.147091108672,0,14384.0,0.645161290323,0.562363238512,1,0,0
1705820,BEMENT CUSD 5,Illinois,42-Rural: Distant,Small,Low,67.9,0,1,0,3.0,0,0.553415061296,0.120840630473,10788.0,0.027027027027,0.027027027027,1,0,0.027027027027,1,0.027027027027,0,1,0.553415061296,0.002457002457,0.272727272727,0,1,0,0.0829268292683,3.0,10788.0,0.553415061296,0.120840630473,0.272727272727,0,0,1,0.0829268292683,0,10788.0,0.272727272727,0.553415061296,1,0,0
2704440,BEMIDJI PUBLIC SCHOOL DISTRICT,Minnesota,41-Rural: Fringe,Large,Average,80.1,0,1,0,14.0,0,0.370699347875,0.192489318642,12061.0,0.0331648129424,0.0323559150657,1,0,0.0323559150657,1,0.0331648129424,0,1,0.370699347875,0.0177957532861,0.31324570273,0,1,0,0.143166463166,14.0,12061.0,0.370699347875,0.192489318642,0.31324570273,0,0,1,0.143166463166,0,12061.0,0.31324570273,0.370699347875,0,0,1
3604530,BEMUS POINT CENTRAL SCHOOL DISTRICT,New York,41-Rural: Fringe,Small,Low,96.9,0,1,0,2.0,0,0.0300751879699,0.259398496241,14665.0,0.0381679389313,0.0394402035623,1,0,0.0394402035623,1,0.0381679389313,0,1,0.0300751879699,0.00254452926209,0.343511450382,0,1,0,0.15131043257,2.0,14665.0,0.0300751879699,0.259398496241,0.343511450382,0,0,1,0.15131043257,0,14665.0,0.343511450382,0.0300751879699,0,0,1
4809870,BEN BOLT-PALITO BLANCO ISD,Texas,42-Rural: Distant,Medium,High,94.0,0,1,0,3.0,0,0.427038626609,0.00536480686695,12502.0,0.00494233937397,0.00494233937397,1,0,0.00494233937397,1,0.00494233937397,0,1,0.427038626609,0.0,0.306425041186,0,1,0,0.175222405272,3.0,12502.0,0.427038626609,0.00536480686695,0.306425041186,0,0,1,0.175222405272,0,12502.0,0.306425041186,0.427038626609,0,0,1
1300360,BEN HILL COUNTY,Georgia,41-Rural: Fringe,Medium,High,72.4,0,1,0,5.0,0,0.502157652474,0.0,11808.0,0.0147857573929,0.0111647555824,1,0,0.0111647555824,1,0.0147857573929,0,1,0.502157652474,0.417622208811,0.256487628244,0,1,0,0.138171394086,5.0,11808.0,0.502157652474,0.0,0.256487628244,0,0,1,0.138171394086,0,11808.0,0.256487628244,0.502157652474,0,0,1
4899130,BENAVIDES ISD,Texas,43-Rural: Remote,Medium,High,87.8,0,1,0,2.0,0,0.243869209809,0.0,15316.0,0.0,0.0,1,0,0.0,1,0.0,0,1,0.243869209809,0.00245098039216,0.308823529412,0,1,0,0.236642156863,2.0,15316.0,0.243869209809,0.0,0.308823529412,0,0,1,0.236642156863,0,15316.0,0.308823529412,0.243869209809,0,0,0
4101980,BEND-LAPINE ADMINISTRATIVE SD 1,Oregon,13-City: Small,Large,Average,86.3,0,0,1,27.0,0,0.276230269266,0.205721912721,10981.0,0.0316885468538,0.0347280605316,1,0,0.0347280605316,0,0.0316885468538,1,1,0.276230269266,0.00750177843885,0.315204035439,1,0,0,0.0983264919482,27.0,10981.0,0.276230269266,0.205721912721,0.315204035439,0,1,0,0.0983264919482,0,10981.0,0.315204035439,0.276230269266,1,1,0
2604740,BENDLE PUBLIC SCHOOLS,Michigan,21-Suburb: Large,Small,High,75.9,0,0,1,5.0,0,0.279615795091,0.0,9844.0,0.0625368731563,0.0554572271386,1,0,0.0554572271386,0,0.0625368731563,1,1,0.279615795091,0.145722713864,0.501474926254,1,0,0,0.106647230321,5.0,9844.0,0.279615795091,0.0,0.501474926254,0,1,0,0.106647230321,0,9844.0,0.501474926254,0.279615795091,1,0,0
604620,BENICIA UNIFIED,California,22-Suburb: Mid-size,Medium,Low,94.2,0,0,1,8.0,0,0.129527559055,0.494881889764,7871.0,0.0278389745644,0.0254356098538,1,0,0.0254356098538,0,0.0278389745644,1,1,0.129527559055,0.096935709994,0.353294612457,1,0,0,0.0755057079912,8.0,7871.0,0.129527559055,0.494881889764,0.353294612457,0,1,0,0.0755057079912,0,7871.0,0.353294612457,0.129527559055,1,0,0
4809980,BENJAMIN ISD,Texas,43-Rural: Remote,Small,Average,100.0,0,1,0,1.0,0,0.508287292818,0.0386740331492,14105.0,0.093023255814,0.0581395348837,1,0,0.0581395348837,1,0.093023255814,0,1,0.508287292818,0.0,0.302325581395,0,1,0,0.203488372093,1.0,14105.0,0.508287292818,0.0386740331492,0.302325581395,0,0,1,0.203488372093,0,14105.0,0.302325581395,0.508287292818,0,0,0
3904807,BENJAMIN LOGAN LOCAL,Ohio,42-Rural: Distant,Large,Low,89.8,0,0,1,3.0,0,0.0,0.414443721535,10123.0,0.0317286652079,0.0377461706783,1,0,0.0377461706783,0,0.0317286652079,1,1,0.0,0.00328227571116,0.338074398249,1,0,0,0.135486870897,3.0,10123.0,0.0,0.414443721535,0.338074398249,0,1,0,0.135486870897,0,10123.0,0.338074398249,0.0,0,0,1
4800114,BENJI'S SPECIAL EDUCATIONAL ACADEMY CHARTER SCHOOL,Texas,11-City: Large,Small,Average,19.6,0,1,0,1.0,0,,,,0.0,0.0,1,0,0.0,1,0.0,0,0,,0.943548387097,0.304435483871,0,1,0,0.157056451613,1.0,,,,0.304435483871,0,0,1,0.157056451613,0,,0.304435483871,,1,0,0
4606240,BENNETT COUNTY SCHOOL DISTRICT 03-1,South Dakota,43-Rural: Remote,Medium,High,93.3,0,1,0,3.0,0,0.0375085246647,0.046601500341,10998.0,0.0205128205128,0.0222222222222,1,0,0.0222222222222,1,0.0205128205128,0,1,0.0375085246647,0.0017094017094,0.4,0,1,0,0.193196581197,3.0,10998.0,0.0375085246647,0.046601500341,0.4,0,0,1,0.193196581197,0,10998.0,0.4,0.0375085246647,0,0,0
802430,BENNETT SCHOOL DISTRICT NO. 29J,Colorado,42-Rural: Distant,Medium,Low,87.5,0,1,0,5.0,0,0.0,0.03125,7735.0,0.0381543921917,0.0204081632653,1,0,0.0204081632653,1,0.0381543921917,0,1,0.0,0.00532386867791,0.301685891748,0,1,0,0.121047027507,5.0,7735.0,0.0,0.03125,0.301685891748,0,0,1,0.121047027507,0,7735.0,0.301685891748,0.0,1,0,0
4003930,BENNINGTON,Oklahoma,43-Rural: Remote,Medium,High,83.3,0,1,0,2.0,0,0.0,0.146645865835,13627.0,0.0114068441065,0.00760456273764,1,0,0.00760456273764,1,0.0114068441065,0,1,0.0,0.0114068441065,0.281368821293,0,1,0,0.17566539924,2.0,13627.0,0.0,0.146645865835,0.281368821293,0,0,1,0.17566539924,0,13627.0,0.281368821293,0.0,0,0,1
3103990,BENNINGTON PUBLIC SCHOOLS,Nebraska,41-Rural: Fringe,Medium,Low,98.4,0,1,0,3.0,0,0.62630480167,0.106471816284,11092.0,0.0206782464847,0.025641025641,1,0,0.025641025641,1,0.0206782464847,0,1,0.62630480167,0.0231596360629,0.276261373036,0,1,0,0.112423490488,3.0,11092.0,0.62630480167,0.106471816284,0.276261373036,0,0,1,0.112423490488,0,11092.0,0.276261373036,0.62630480167,1,0,0
2800690,BENOIT SCHOOL DISTRICT,Mississippi,42-Rural: Distant,Small,High,74.1,0,1,0,1.0,0,0.328710124827,0.0679611650485,12895.0,0.0,0.0,1,0,0.0,1,0.0,0,1,0.328710124827,0.944055944056,0.293706293706,0,1,0,0.19979020979,1.0,12895.0,0.328710124827,0.0679611650485,0.293706293706,0,0,1,0.19979020979,0,12895.0,0.293706293706,0.328710124827,0,0,1
4203330,BENSALEM TOWNSHIP SD,Pennsylvania,21-Suburb: Large,Medium,Average,92.0,0,0,1,9.0,0,0.282464624754,0.188608275121,17446.0,0.0242414248021,0.0273746701847,1,0,0.0273746701847,0,0.0242414248021,1,1,0.282464624754,0.128957783641,0.320250659631,1,0,0,0.152143799472,9.0,17446.0,0.282464624754,0.188608275121,0.320250659631,0,1,0,0.152143799472,0,17446.0,0.320250659631,0.282464624754,1,0,0
2704470,BENSON PUBLIC SCHOOL DISTRICT,Minnesota,33-Town: Remote,Small,Low,100.0,0,1,0,5.0,0,0.695415695416,0.0,11276.0,0.0416666666667,0.0416666666667,1,0,0.0416666666667,1,0.0416666666667,0,1,0.695415695416,0.00833333333333,0.363541666667,0,1,0,0.160284510011,5.0,11276.0,0.695415695416,0.0,0.363541666667,0,0,1,0.160284510011,0,11276.0,0.363541666667,0.695415695416,0,0,0
400212,BENSON UNIFIED SCHOOL DISTRICT,Arizona,32-Town: Distant,Small,Average,96.2,0,1,0,4.0,0,0.352190793123,0.129783693844,13018.0,0.0309460654288,0.025641025641,1,0,0.025641025641,1,0.0309460654288,0,1,0.352190793123,0.0229885057471,0.342175066313,0,1,0,0.129815668203,4.0,13018.0,0.352190793123,0.129783693844,0.342175066313,0,0,1,0.129815668203,0,13018.0,0.342175066313,0.352190793123,0,0,1
2604800,BENTLEY COMMUNITY SCHOOL DISTRICT,Michigan,21-Suburb: Large,Small,High,71.8,0,0,1,2.0,0,0.223404255319,0.0,9220.0,0.0466666666667,0.0377777777778,1,0,0.0377777777778,0,0.0466666666667,1,1,0.223404255319,0.0433333333333,0.37,1,0,0,0.0929922992299,2.0,9220.0,0.223404255319,0.0,0.37,0,1,0,0.0929922992299,0,9220.0,0.37,0.223404255319,1,0,0
4203390,BENTON AREA SD,Pennsylvania,42-Rural: Distant,Medium,Average,93.7,0,0,1,2.0,0,0.497844827586,0.0700431034483,15461.0,0.0492264416315,0.0295358649789,1,0,0.0295358649789,0,0.0492264416315,1,1,0.497844827586,0.0056258790436,0.303797468354,1,0,0,0.166258790436,2.0,15461.0,0.497844827586,0.0700431034483,0.303797468354,0,1,0,0.166258790436,0,15461.0,0.303797468354,0.497844827586,0,0,1
3904892,BENTON CARROLL SALEM LOCAL,Ohio,32-Town: Distant,Medium,Low,97.0,0,1,0,6.0,0,0.0,0.457950530035,12045.0,0.0376940133038,0.0338137472284,1,0,0.0338137472284,1,0.0376940133038,0,1,0.0,0.00332594235033,0.318181818182,0,1,0,0.142799334812,6.0,12045.0,0.0,0.457950530035,0.318181818182,0,0,1,0.142799334812,0,12045.0,0.318181818182,0.0,1,0,0
2800600,BENTON CO SCHOOL DIST,Mississippi,43-Rural: Remote,Large,High,63.6,0,0,1,4.0,0,0.380126708903,0.104368122708,8433.0,0.010164190774,0.0148553557467,1,0,0.0148553557467,0,0.010164190774,1,1,0.380126708903,0.514464425332,0.303362001564,1,0,0,0.147615324472,4.0,8433.0,0.380126708903,0.104368122708,0.303362001564,0,1,0,0.147615324472,0,8433.0,0.303362001564,0.380126708903,0,0,0
1904830,BENTON COMM SCHOOL DISTRICT,Iowa,42-Rural: Distant,Large,Low,92.7,0,1,0,6.0,0,0.359346642468,0.21778584392,11488.0,0.0410316529894,0.0322391559203,1,0,0.0322391559203,1,0.0410316529894,0,1,0.359346642468,0.00937866354045,0.314771395076,0,1,0,0.127083333333,6.0,11488.0,0.359346642468,0.21778584392,0.314771395076,0,0,1,0.127083333333,0,11488.0,0.314771395076,0.359346642468,1,0,0
1800480,BENTON COMMUNITY SCHOOL CORP,Indiana,42-Rural: Distant,Large,Average,81.5,0,0,1,4.0,0,0.639430284858,0.0,11612.0,0.0433851098018,0.0380289234065,1,0,0.0380289234065,0,0.0433851098018,1,1,0.639430284858,0.0074986609534,0.325656132833,1,0,0,0.164434922335,4.0,11612.0,0.639430284858,0.0,0.325656132833,0,1,0,0.164434922335,0,11612.0,0.325656132833,0.639430284858,1,0,0
4700240,BENTON COUNTY,Tennessee,41-Rural: Fringe,Medium,High,84.3,0,1,0,8.0,0,0.102639296188,0.280058651026,8686.0,0.036223036223,0.038258038258,1,0,0.038258038258,1,0.036223036223,0,1,0.102639296188,0.03256003256,0.321937321937,0,1,0,0.153927553928,8.0,8686.0,0.102639296188,0.280058651026,0.321937321937,0,0,1,0.153927553928,0,8686.0,0.321937321937,0.102639296188,0,0,0
2604830,BENTON HARBOR AREA SCHOOLS,Michigan,13-City: Small,Small,High,65.3,0,0,1,13.0,0,0.625780308838,0.0,12157.0,0.00161855948206,0.00107903965471,1,0,0.00107903965471,0,0.00161855948206,1,1,0.625780308838,0.937955219854,0.326409495549,1,0,0,0.150266808965,13.0,12157.0,0.625780308838,0.0,0.326409495549,0,1,0,0.150266808965,0,12157.0,0.326409495549,0.625780308838,1,1,0
502960,BENTON SCHOOL DISTRICT,Arkansas,21-Suburb: Large,Medium,Average,70.8,0,1,0,7.0,0,0.161754930202,0.369155772214,13665.0,0.0245674001282,0.0249946592608,1,0,0.0249946592608,1,0.0245674001282,0,1,0.161754930202,0.0726340525529,0.286690878018,0,1,0,0.120487075411,7.0,13665.0,0.161754930202,0.369155772214,0.286690878018,0,0,1,0.120487075411,0,13665.0,0.286690878018,0.161754930202,1,0,0
5501110,BENTON SCHOOL DISTRICT,Wisconsin,42-Rural: Distant,Small,Low,81.0,0,1,0,2.0,0,0.586206896552,0.0804597701149,14208.0,0.0381355932203,0.0466101694915,1,0,0.0466101694915,1,0.0381355932203,0,1,0.586206896552,0.0127118644068,0.309322033898,0,1,0,0.152118644068,2.0,14208.0,0.586206896552,0.0804597701149,0.309322033898,0,0,1,0.152118644068,0,14208.0,0.309322033898,0.586206896552,0,0,0
503060,BENTONVILLE SCHOOL DISTRICT,Arkansas,13-City: Small,Large,Low,84.9,0,0,1,15.0,0,0.24609959393,0.30636888224,9073.0,0.0197549770291,0.0235834609495,1,0,0.0235834609495,0,0.0197549770291,1,1,0.24609959393,0.0234303215926,0.254977029096,1,0,0,0.135604900459,15.0,9073.0,0.24609959393,0.30636888224,0.254977029096,0,1,0,0.135604900459,0,9073.0,0.254977029096,0.24609959393,1,1,0
4203360,BENTWORTH SD,Pennsylvania,41-Rural: Fringe,Medium,Average,85.6,0,0,1,3.0,0,0.467202970297,0.104579207921,12744.0,0.037037037037,0.030303030303,1,0,0.030303030303,0,0.037037037037,1,1,0.467202970297,0.0361952861953,0.313131313131,1,0,0,0.134953897737,3.0,12744.0,0.467202970297,0.104579207921,0.313131313131,0,1,0,0.134953897737,0,12744.0,0.313131313131,0.467202970297,1,0,0
2604950,BENZIE COUNTY CENTRAL SCHOOLS,Michigan,43-Rural: Remote,Large,Average,79.0,0,0,1,6.0,0,0.296063890473,0.00456360524815,10020.0,0.0406370126304,0.0313014827018,1,0,0.0313014827018,0,0.0406370126304,1,1,0.296063890473,0.0109829763866,0.310269082921,1,0,0,0.105954323002,6.0,10020.0,0.296063890473,0.00456360524815,0.310269082921,0,1,0,0.105954323002,0,10020.0,0.310269082921,0.296063890473,0,0,1
3904360,BEREA CITY,Ohio,21-Suburb: Large,Large,Average,89.1,0,1,0,10.0,0,0.0,0.446937999239,13187.0,0.0376992376992,0.0324324324324,1,0,0.0324324324324,1,0.0376992376992,0,1,0.0,0.0419958419958,0.33665973666,0,1,0,0.150152661257,10.0,13187.0,0.0,0.446937999239,0.33665973666,0,0,1,0.150152661257,0,13187.0,0.33665973666,0.0,1,0,0
2100480,BEREA INDEPENDENT,Kentucky,32-Town: Distant,Small,High,82.4,0,1,0,3.0,0,0.46284965035,0.0,10653.0,0.0306306306306,0.0252252252252,1,0,0.0252252252252,1,0.0306306306306,0,1,0.46284965035,0.0342342342342,0.289189189189,0,1,0,0.159459459459,3.0,10653.0,0.46284965035,0.0,0.289189189189,0,0,1,0.159459459459,0,10653.0,0.289189189189,0.46284965035,0,0,1
